1.953,0.031528,1.85,2.03
1.951,0.034538,1.85,2.03
1.941,0.026698,1.85,1.98
1.919,0.041783,1.85,1.97
1.913,0.042494,1.84,1.97
1.965,0.073023,1.85,2.13
2.125,0.030519,2.07,2.16
2.114,0.016352,2.08,2.15
2.114,0.01416,2.09,2.15
2.114,0.01416,2.09,2.15
2.112,0.017165,2.09,2.18
2.111,0.012071,2.09,2.15
2.111,0.012071,2.09,2.15
2.113,0.020547,2.09,2.21
2.109,0.016337,2.04,2.15
2.109,0.016337,2.04,2.15
2.109,0.016337,2.04,2.15
2.133,0.027931,2.04,2.16
2.141,0.020206,2.09,2.16
2.14,0.02153,2.09,2.16
2.142,0.020371,2.09,2.16
2.144,0.018606,2.09,2.16
2.143,0.018211,2.09,2.16
2.191,0.019517,2.12,2.21
2.19,0.019446,2.12,2.21
2.189,0.019991,2.12,2.21
2.222,0.035751,2.15,2.25
2.234,0.025672,2.179,2.25
2.236,0.023443,2.179,2.25
2.346,0.02296,2.28,2.36
2.345,0.022462,2.28,2.36
2.343,0.021266,2.28,2.36
2.342,0.020206,2.28,2.36
2.343,0.021182,2.28,2.38
2.344,0.017377,2.29,2.36
2.341,0.020009,2.28,2.36
2.34,0.020918,2.28,2.36
2.341,0.019806,2.28,2.36
2.341,0.019806,2.28,2.36
2.341,0.019806,2.28,2.36
2.341,0.019862,2.28,2.36
2.341,0.019862,2.28,2.36
2.338,0.024659,2.27,2.36
2.338,0.024659,2.27,2.36
2.337,0.026632,2.27,2.36
2.337,0.028358,2.27,2.4
2.337,0.028358,2.27,2.4
2.335,0.029639,2.27,2.4
2.333,0.028612,2.27,2.35
2.332,0.031226,2.25,2.35
2.331,0.03201,2.25,2.35
2.331,0.03201,2.25,2.35
2.333,0.031456,2.23,2.35
2.329,0.036824,2.23,2.35
2.329,0.040012,2.22,2.35
2.326,0.04283,2.22,2.35
2.326,0.04283,2.22,2.35
2.326,0.04283,2.22,2.35
2.332,0.035339,2.22,2.35
2.326,0.0427,2.22,2.35
2.329,0.038958,2.2,2.35
2.327,0.042241,2.2,2.35
2.333,0.040798,2.2,2.4
2.326,0.045183,2.2,2.359
2.328,0.043189,2.2,2.359
2.326,0.045183,2.2,2.359
2.326,0.044968,2.2,2.35
2.323,0.045367,2.2,2.35
2.526,0.085093,2.33,2.62
2.523,0.09665,2.22,2.62
2.538,0.077544,2.34,2.62
2.536,0.077174,2.34,2.59
2.53,0.074618,2.34,2.59
2.485,0.093368,2.33,2.59
2.385,0.073828,2.29,2.58
2.553,0.056453,2.3,2.59
2.56,0.038309,2.46,2.59
2.552,0.043522,2.46,2.58
2.54,0.060647,2.35,2.58
2.534,0.072329,2.34,2.58
2.534,0.072452,2.34,2.59
2.531,0.070922,2.34,2.58
2.529,0.0712,2.34,2.58
2.535,0.069794,2.34,2.58
2.536,0.065273,2.38,2.58
2.52,0.085687,2.34,2.58
2.43,0.1023,2.27,2.58
2.421,0.092767,2.3,2.58
2.559,0.034551,2.47,2.58
2.536,0.061884,2.35,2.58
2.511,0.071916,2.37,2.58
2.432,0.091004,2.33,2.58
2.432,0.091004,2.33,2.58
2.565,0.020336,2.5,2.61
2.556,0.020322,2.5,2.58
